ranking,game_id,name,min_players,max_players,avg_timeplay,min_timeplay,max_timeplay,year,avg_rating,num_votes,age,category,designer,weight
3039,153497,This Town Ain't Big Enough for the 2-4 of Us,2,4,15,15,15,2014,6.11198,850,8,"Abstract Strategy, American West, Print & Play","Jay Cormier, Sen-Foong Lim",1.36
3051,127784,Suspend,1,4,15,15,15,2012,6.43187,454,8,Action / Dexterity,none,1
3071,151,Piratenbillard,2,4,15,4,15,1959,6.57285,337,8,"Action / Dexterity, Pirates",Reinhold Wittig,1.2593
3108,41658,Adios Amigos,2,4,15,15,15,2009,6.23967,598,8,"Action / Dexterity, American West, Card Game, Real-time",Momo Besedic,1.1053
3148,146149,Speed Cups,2,4,15,15,15,2013,6.23208,609,6,"Action / Dexterity, Children's Game, Real-time",Haim Shafir,1.0606
3153,109451,A Fistful of Penguins,1,6,15,15,15,2011,6.08836,858,8,"Animals, Children's Game, Dice",Jonathan Franklin,1.3421
3222,150016,Shephy,1,1,15,15,15,2013,6.85656,225,12,Card Game,Pawn,1.5
3247,111081,Animal Upon Animal: Crest Climbers,2,4,15,4,15,2011,7.14375,176,4,"Action / Dexterity, Animals, Children's Game",Klaus Miltenberger,1.1111
3279,124390,"Goblins Drool, Fairies Rule!",1,4,15,15,15,2013,6.19569,571,7,"Card Game, Children's Game, Educational, Fantasy, Humor",David Luis Sanhueza,1.0769
3281,103368,Epigo,2,4,15,15,15,2011,6.8406,239,13,"Abstract Strategy, Ancient","Chris Gosselin, Chris Kreuter",2.4444
3303,171339,Entropy,2,6,15,4,15,2015,6.4905,371,12,"Bluffing, Card Game, Deduction, Science Fiction","Allen Chang, Alistair Kearney",1.8
3335,111173,Little Devils,3,6,15,4,15,2012,6.16047,569,8,Card Game,Michael Feldk_tter,1.35
3337,145186,Pick-a-Polar Bear,1,5,15,8,15,2013,6.48282,330,8,"Action / Dexterity, Animals, Card Game, Party Game, Puzzle, Real-time",Torsten Landsvogt,1.05
3369,13511,Ninja Versus Ninja,2,2,15,15,15,2008,6.03468,873,10,"Abstract Strategy, Dice, Fighting, Miniatures",Tushar Gheewala,1.2973
3396,163377,Rolling Japan,1,99,15,15,15,2014,6.33227,375,8,"Dice, Number, Puzzle",Hisashi Hayashi,1.5217
3404,38275,Robotory,2,2,15,15,15,2006,6.32498,398,8,Abstract Strategy,Susumu Kawasaki,1.7436
3405,4493,Kayanak,2,4,15,15,15,1999,6.43436,328,4,"Action / Dexterity, Children's Game",Peter-Paul Joopen,1.2
3421,820,Axiom,2,2,15,15,15,1988,6.9454,193,9,Abstract Strategy,Michael Seal,3
3426,151835,Qwixx: Das Kartenspiel,2,5,15,15,15,2014,6.49948,287,8,Card Game,"Steffen Benndorf, Reinhard Staupe",1.15
3511,25695,Chopstick Dexterity MegaChallenge 3000,1,3,15,15,15,2006,6.31209,364,10,"Action / Dexterity, Real-time",Greg Lam,1.0909
3525,42651,Airborne In Your Pocket: Free Trial Version,1,2,15,15,15,2009,7.07187,176,10,"Aviation / Flight, Exploration, Print & Play, Wargame, World War II",Emmanuel Aquin,1.6571
3564,130006,KUBB,2,12,15,15,15,0,7.52125,120,3,Action / Dexterity,none,1.2857
3566,153709,Pyramix,2,4,15,15,15,2014,6.40268,317,8,"Abstract Strategy, Ancient",Tim Roediger,1.2667
3589,21709,Jericho,3,5,15,15,15,2006,6.0805,574,8,"Ancient, Card Game, Religious",Thomas Lehmann,1.3956
3598,5251,Camelot,2,2,15,15,15,1930,6.75233,236,8,Abstract Strategy,George S. Parker,2.3529
3601,56294,Jungle Speed: Rabbids,2,10,15,15,15,2008,6.62886,245,8,"Action / Dexterity, Card Game, Party Game, Video Game Theme","Thomas Vuarchex, Pierrick Yakovenko",1.1667
3635,38387,Los Banditos,2,2,15,15,15,2008,6.38243,309,8,Dice,Reiner Knizia,1.4333
3643,3190,Quixo,2,4,15,15,15,1995,6.09488,558,6,Abstract Strategy,Thierry Chapeau,1.6389
3645,17162,The Little Orchard,1,4,15,4,15,2004,6.55086,243,3,"Children's Game, Deduction, Dice, Memory",Vera Baumeister,1.1304
3658,27940,RattleSnake,2,4,15,4,15,2007,5.9009,1219,8,"Action / Dexterity, Animals, Children's Game, Dice",Roberto Di Meglio,1.0694
3662,41875,Trader,2,4,15,15,15,2009,6.62146,226,10,Card Game,"Klaus Palesch, Horst-Rainer R_sner",1.4583
3685,164354,Kryptos,3,6,15,15,15,2014,6.62443,219,8,"Card Game, Deduction, Number",Piotr Si?ka,2
3700,15209,Linja,2,2,15,15,15,2003,6.65014,218,8,Abstract Strategy,Steffen MÌªhlh_user,1.8824
3736,179245,World Championship Russian Roulette,2,6,15,15,15,2017,7.21066,136,10,"Bluffing, Card Game, Humor, Math",Anthony Burch,1.3333
3807,29017,Jungle Treasure,2,4,15,15,15,2006,6.78616,177,6,"Action / Dexterity, Adventure, Children's Game, Exploration, Memory",Roberto Fraga,1.1765
3850,137744,Tessen,0,2,15,15,15,2013,6.6711,202,0,"Animals, Card Game, Real-time","Chris Zinsli, Suzanne Zinsli",1.2
3861,99808,Pizza Theory,2,3,15,15,15,2012,6.19379,401,6,Abstract Strategy,"Greg Powers, Brian Powers",1.6
3867,117995,Spot it Jr.! Animals,2,6,15,4,15,2012,6.32745,302,4,"Animals, Card Game, Children's Game",Denis Blanchot,1.0769
3876,166109,Meteor,1,6,15,15,15,2014,6.34574,305,12,"Card Game, Real-time, Science Fiction",Mike Young,1.8824
3892,1070,Waldschattenspiel,3,8,15,15,15,1985,6.24094,362,6,"Children's Game, Fantasy, Party Game",Walter Kraul,1.1143
3977,869,Bongo!,2,8,15,4,15,2000,6.09706,439,8,"Animals, Dice",Bruno Faidutti,1.4
4017,183797,Timeline: Star Wars,2,8,15,4,15,2015,6.23832,322,8,"Card Game, Educational, Movies / TV / Radio theme, Trivia",Fr_d_ric Henry,1.1667
4041,22864,Zeus on the Loose,2,5,15,15,15,2006,6.00814,608,8,"Card Game, Math, Mythology, Number",Jason Schneider,1.137
4046,172225,Exploding Kittens,2,5,15,15,15,2015,5.84384,6583,7,"Animals, Card Game, Comic Book / Strip, Humor","Matthew Inman, Elan Lee, Shane Small",1.0706
4068,62814,Tumblin-Dice Medium,2,6,15,4,15,2008,7.19982,109,6,"Action / Dexterity, Dice",Randy Nash,1
4069,104805,Animal Upon Animal: Small and Yet Great!,2,2,15,15,15,2011,6.37,250,5,"Action / Dexterity, Animals, Children's Game",Klaus Miltenberger,1
4073,151251,Castle Crush!,1,4,15,15,15,2013,6.67308,169,8,Action / Dexterity,Tsai Huei-Chiang,1.4706
4083,145501,Fun Farm,2,10,15,15,15,2013,6.23182,330,6,"Action / Dexterity, Animals, Children's Game",Luca Bellini,1.0667
4132,404,Worm Up!,3,5,15,15,15,1994,5.88576,814,7,"Animals, Children's Game, Racing",Alex Randolph,1.0909
4232,150364,Dig Down Dwarf,2,4,15,15,15,2013,6.39109,256,8,Dice,Jason Glover,1.4348
4326,29638,Hop Hop Hooray!,2,4,15,15,15,2007,6.67484,155,6,"Action / Dexterity, Animals, Children's Game",Heinz Meister,1.0417
4344,35865,"Auf die Sch_tze, fertig, los!",2,4,15,15,15,2008,7.15433,104,5,"Action / Dexterity, Children's Game, Memory",Roberto Fraga,1
4353,140997,Romans Go Home!,1,4,15,15,15,2013,6.09965,372,13,"Ancient, Card Game",Eric B. Vogel,1.25
4356,91817,City Square Off,2,2,15,15,15,2011,6.55304,173,8,"City Building, Puzzle",Ted Cheatham,1.125
4374,42105,Mixmo,2,6,15,15,15,2009,6.3638,237,8,"Party Game, Word Game","Julien Faubet, Sylvain Hatesse",1.4444
4377,171136,Pingo Pingo,2,5,15,15,15,2015,6.46332,207,6,"Action / Dexterity, Pirates",Roberto Fraga,1.4167
4395,18824,WWE Raw Deal,2,8,15,15,15,2000,6.83494,154,10,"Card Game, Collectible Components, Fighting","Mike Foley (I), Barron Vangor Toth",2.6087
4398,188188,Complots,2,8,15,15,15,2013,6.84921,127,8,"Bluffing, Card Game, Deduction",Rikki Tahta,1
4404,161761,King's Gold,2,6,15,15,15,2014,6.28418,268,8,"Dice, Pirates",St_phane Maurel,1
4405,10164,Fliegen klatschen,2,8,15,15,15,2004,6.00681,472,6,"Action / Dexterity, Animals, Card Game, Children's Game, Party Game",Christian Heuser,1.0465
4418,184371,Justice League: Hero Dice ? Batman,1,4,15,15,15,2015,6.69608,171,10,Dice,Andreas Schmidt,1.7143
4427,54221,Push Fight,2,2,15,15,15,2008,7.82784,74,6,"Abstract Strategy, Fighting",Brett Picotte,3
4443,37362,Robot Master,1,4,15,15,15,2008,6.35578,217,8,"Card Game, Industry / Manufacturing, Math, Number, Science Fiction",Reiner Knizia,1.3333
4491,44614,Who Would Win,3,99,15,15,15,2009,6.24269,264,12,"Card Game, Humor, Party Game",Jeff Siadek,1.2273
4513,94483,Hoot Owl Hoot!,2,4,15,15,15,2010,6.46247,182,4,"Animals, Children's Game",Susan McKinley Ross,1
4530,94733,Heroica: Waldurk,2,3,15,15,15,2011,6.05578,398,8,"Adventure, Fantasy","Nicolas Assenbrunner, Cephas Howard, Thomas Robert Van der Heiden",1.3478
4536,119407,Dixit Jinx,3,6,15,15,15,2012,5.80166,927,8,"Bluffing, Card Game, Humor, Party Game, Real-time",Josep M. Allu_,1.2222
4574,140865,Agent Hunter,2,2,15,15,15,2013,5.86333,698,12,"Bluffing, Card Game, Deduction, Memory, Spies/Secret Agents",Mike Elliott,1.1053
4587,23311,Carrousel,2,4,15,4,15,2006,6.28061,216,7,"Animals, Puzzle, Real-time",Max Gerchambeau,1.2917
4608,203655,Timeline: Polska,2,8,15,15,15,2016,6.9545,111,8,"Card Game, Educational, Trivia",Fr_d_ric Henry,1
4613,107638,Master Merchant,3,4,15,8,15,2011,6.13663,288,10,Card Game,Seiji Kanai,2.1176
4633,111172,Crooks,2,4,15,15,15,2012,6.27408,240,10,"Card Game, Mafia",Neil Crowley,1.4348
4669,80933,Sandwich,3,6,15,15,15,2010,6.35027,226,6,Party Game,Christophe Raimbault,1
4683,179217,Wonky,2,99,15,15,15,2015,6.62534,146,8,"Action / Dexterity, Card Game, Party Game",Forrest-Pruzan Creative,1
4690,41493,Yamslam,2,4,15,15,15,2009,6.17287,270,8,"Dice, Party Game, Travel",Thierry Denoual,1.2083
4745,19969,Truco,2,6,15,15,15,0,7.02118,102,10,"Bluffing, Card Game",(Uncredited),2
4752,119464,Tier auf Tier: Jetzt geht's rund!,2,4,15,15,15,2012,6.60209,143,5,"Action / Dexterity, Animals, Children's Game","Klaus Miltenberger, Kristin MÌªckel",1.2857
4797,161138,Dragon Run,2,5,15,15,15,2014,6.20397,252,8,"Dice, Fantasy","Ludovic Barbe, Bruno Cathala",1.45
4819,153225,Pick-a-Seal,1,5,15,15,15,2014,6.56705,139,8,"Action / Dexterity, Animals, Card Game, Party Game, Real-time",Torsten Landsvogt,1
4837,94734,Heroica: Nathuz,2,3,15,4,15,2011,6.02236,369,8,"Adventure, Dice, Fantasy","Bastiaan Brederode, Cephas Howard, Thomas Robert Van der Heiden",1.56
4844,11038,Fiasco,2,6,15,15,15,2003,7.13474,95,12,"Card Game, Renaissance",David Pubrat,1.25
4846,130999,Diavolo,2,6,15,15,15,2012,6.04562,340,10,"Dice, Party Game","Corentin Lebrat, Gilles Lehmann",1.1304
4864,158356,Minuscule,2,6,15,15,15,2014,6.58358,137,5,"Card Game, Racing, Sports",Lee Ju-Hwa,1.0909
4865,144468,Jungle Speed Safari,2,6,15,15,15,2013,6.22588,228,5,"Action / Dexterity, Card Game, Children's Game, Party Game","Thomas Vuarchex, Pierrick Yakovenko",1.0667
4897,167292,Bellz!,2,4,15,15,15,2014,6.05805,292,6,Action / Dexterity,Don Reid,1
4930,147790,Buccaneer Bones,1,4,15,15,15,2013,5.87814,539,8,"Dice, Pirates",Kris Gould,1.0682
4963,83092,303,2,2,15,15,15,2010,6.37302,189,10,"Aviation / Flight, Wargame, World War II","Tomasz Ginter, Karol Madaj",1.5
4968,172542,Push a Monster,2,4,15,15,15,2015,6.26774,186,5,"Action / Dexterity, Children's Game","Wolfgang Dirscherl, Manfred Reindl",1.1538
4850,207338,Dungeon Rush,2,5,19,19,19,2016,6.54906,138,8,"Card Game, Fantasy, Fighting, Humor, Real-time","Rustan HÌ_kansson, Eli HÌ_kansson",1.3333
61,194655,Santorini,2,4,20,20,20,2016,8.05321,4960,8,"Abstract Strategy, Ancient, Mythology",Gord!,1.7965
79,147020,Star Realms,2,2,20,20,20,2014,7.64296,19049,12,"Card Game, Fighting, Science Fiction","Robert Dougherty, Darwin Kastle",1.9698
145,463,Magic: The Gathering,2,2,20,20,20,1993,7.43943,23139,13,"Card Game, Collectible Components, Fantasy, Fighting",Richard Garfield,3.1459
160,192291,Sushi Go Party!,2,8,20,20,20,2016,7.70737,4210,8,Card Game,Phil Walker-Harding,1.2857
165,198773,Codenames: Pictures,2,8,20,20,20,2016,7.58468,5347,10,"Deduction, Party Game, Spies/Secret Agents",Vlaada ChvÌÊtil,1.413
174,129622,Love Letter,2,4,20,20,20,2012,7.3172,36340,10,"Card Game, Deduction, Renaissance",Seiji Kanai,1.2066
176,2655,Hive,2,2,20,20,20,2001,7.34027,20269,9,"Abstract Strategy, Animals",John Yianni,2.34
192,156129,Deception: Murder in Hong Kong,4,12,20,20,20,2014,7.57019,4750,14,"Bluffing, Deduction, Murder/Mystery, Party Game, Spies/Secret Agents",Tobey Ho,1.6303
234,182631,Star Realms: Colony Wars,2,2,20,20,20,2015,7.972,1922,12,"Card Game, Science Fiction","Robert Dougherty, Darwin Kastle",1.9756
241,172,For Sale,3,6,20,20,20,1997,7.22318,15776,8,"Card Game, Economic",Stefan Dorra,1.287
378,204583,Kingdomino,2,4,20,5,20,2016,7.47713,2760,8,"City Building, Medieval, Territory Building",Bruno Cathala,1.2712
381,372,Schotten Totten,2,2,20,20,20,1999,7.30063,3830,8,"Card Game, Deduction",Reiner Knizia,1.7267
462,168435,Between Two Cities,1,7,20,20,20,2015,7.12584,5003,8,"City Building, Negotiation","Matthew O'Malley, Morten Monrad Pedersen, Ben Rosset",1.806
478,2453,Blokus,2,4,20,20,20,2000,6.94117,16999,5,"Abstract Strategy, Territory Building",Bernard Tavitian,1.7938
578,37759,Incan Gold,3,8,20,20,20,2006,6.85711,7928,8,"Adventure, Bluffing, Exploration","Bruno Faidutti, Alan R. Moon",1.152
596,8203,"Hey, That's My Fish!",2,4,20,20,20,2003,6.77272,15396,8,"Abstract Strategy, Animals","GÌªnter Cornett, Alvydas Jakeliunas",1.4621
602,30618,Eat Poop You Cat,3,99,20,20,20,1984,7.48598,1387,0,"Humor, Party Game",(Uncredited),1.1238
640,153065,Linko!,2,5,20,5,20,2014,7.08589,2578,10,Card Game,"Michael Kiesling, Wolfgang Kramer",1.3989
686,145639,Coconuts,2,4,20,20,20,2013,7.12231,2264,6,"Action / Dexterity, Children's Game",Walter Schneider,1.0526
716,176229,Tides of Time,2,2,20,5,20,2015,6.83699,4178,8,"Ancient, Card Game",Kristian ?urla,1.6149
749,123607,Puzzle Strike (Third Edition),2,4,20,20,20,2012,7.3759,1372,10,"Card Game, Fantasy, Video Game Theme",David Sirlin,2.7033
787,200077,Mint Works,1,4,20,20,20,2017,7.40419,1257,13,"Economic, Industry / Manufacturing",Justin Blaske,1.7632
789,6411,Blokus 3D,2,4,20,20,20,2003,6.82947,3435,7,"Abstract Strategy, Territory Building",Stefan K_gl,1.7542
805,681,Quarto,2,2,20,20,20,1991,6.8187,3831,6,Abstract Strategy,Blaise Muller,2.0333
807,21550,Blokus Trigon,2,4,20,20,20,2006,6.9409,2460,7,"Abstract Strategy, Territory Building",Bernard Tavitian,1.962
816,83195,Ghost Blitz,2,8,20,20,20,2010,6.78284,3931,8,"Action / Dexterity, Card Game, Children's Game, Real-time",Jacques Zeimet,1.1452
834,134253,Hostage Negotiator,1,1,20,5,20,2015,7.18201,1511,13,"Card Game, Dice",A. J. Porfirio,1.9726
846,6351,Gulo Gulo,2,6,20,20,20,2003,6.87649,2586,5,"Action / Dexterity, Animals, Children's Game, Humor","JÌªrgen P. Grunau, Wolfgang Kramer, Hans Raggan",1.0767
872,191300,Archaeology: The New Expedition,2,5,20,20,20,2016,7.30282,1173,10,Card Game,Phil Walker-Harding,1.3235
874,173090,The Game (2015),1,5,20,5,20,2015,6.75135,3608,8,"Card Game, Number",Steffen Benndorf,1.2766
878,131366,Eight-Minute Empire,2,5,20,20,20,2012,6.66259,5166,13,Territory Building,Ryan Laukat,1.6275
908,36522,2 de Mayo,2,2,20,20,20,2008,6.97707,1747,12,"Napoleonic, Wargame",Daniel Val,2.1506
956,177524,Ice Cool,2,4,20,20,20,2016,6.96582,1780,6,"Action / Dexterity, Animals, Children's Game",Brian Gomez,1
980,135779,A Fake Artist Goes to New York,5,10,20,20,20,2012,7.16044,1122,8,"Bluffing, Deduction, Party Game",Jun Sasaki,1.2
982,38545,Kamisado,2,2,20,20,20,2008,6.99807,1439,0,Abstract Strategy,Peter Burley,2.5051
1011,31105,Archaeology: The Card Game,2,4,20,20,20,2007,6.70389,2786,8,"Adventure, Ancient, Card Game, Exploration",Phil Walker-Harding,1.3478
1014,15818,Pickomino,2,7,20,20,20,2005,6.53532,6534,8,"Animals, Dice",Reiner Knizia,1.1526
1020,32125,Felix: The Cat in the Sack,3,5,20,20,20,2007,6.59952,4088,8,"Animals, Bluffing, Card Game",Friedemann Friese,1.3943
1044,165950,Beasty Bar,2,4,20,20,20,2014,6.86403,1697,8,"Animals, Card Game",Stefan Kloå_,1.4231
1045,153064,Good Cop Bad Cop,4,8,20,20,20,2014,6.79197,2038,12,"Bluffing, Card Game, Deduction, Party Game, Spies/Secret Agents","Brian Henk, Clayton Skancke",1.2209
1047,195544,Tides of Madness,2,2,20,20,20,2016,7.13769,1109,10,"Card Game, Horror",Kristian ?urla,1.5263
1080,16267,Trans Europa,2,6,20,20,20,2005,6.64948,2853,8,Trains,Franz-Benno Delonge,1.4135
1088,66588,Wits & Wagers Family,3,10,20,20,20,2010,6.9656,1302,8,"Children's Game, Educational, Party Game, Trivia",Dominic Crapuchettes,1.125
1107,41010,My First Carcassonne,2,4,20,20,20,2009,6.76608,2047,4,"Children's Game, Medieval",Marco Teubner,1.1429
1133,3720,Subbuteo,2,2,20,20,20,1947,6.98611,1321,6,"Action / Dexterity, Sports",Peter Adolph,1.8443
1143,197443,Fugitive,2,2,20,5,20,2017,7.48243,694,10,"Bluffing, Deduction, Number, Spies/Secret Agents",Tim Fowers,1.7778
1195,67928,Puzzle Strike,2,4,20,20,20,2010,6.75437,1765,8,"Card Game, Fantasy, Video Game Theme",David Sirlin,2.2857
1209,176558,Mafia de Cuba,6,12,20,20,20,2015,6.70438,1862,10,"Bluffing, Deduction, Mafia, Party Game","Philippe des Palliåères, Loå´c Lamy",1.5246
1230,168681,Beyond Baker Street,2,4,20,20,20,2016,7.12224,879,13,Deduction,"Robin Lees, Steve Mackenzie",2.2143
1241,3570,Chicken Cha Cha Cha,2,4,20,20,20,1997,6.62094,2180,4,"Animals, Children's Game, Memory",Klaus Zoch,1.1168
1263,15290,R-Eco,2,5,20,5,20,2003,6.64813,1842,8,"Card Game, Environmental",Susumu Kawasaki,1.4929
1276,166286,Bottom of the 9th,1,2,20,20,20,2015,7.04599,974,13,"Bluffing, Deduction, Dice, Real-time, Sports","Darrell Louder, Mike Mullins",1.6944
1301,128,Take it Easy!,1,8,20,20,20,1983,6.59692,2071,10,"Abstract Strategy, Puzzle",Peter Burley,1.505
1325,798,Ace of Aces: Handy Rotary Series,2,2,20,5,20,1980,6.99698,986,10,"Aviation / Flight, Book, Wargame, World War I","Doug Kaufman, Alfred Leonardi",1.757
1330,37371,Piece o' Cake,2,5,20,20,20,2008,6.60669,1866,8,none,Jeffrey D. Allers,1.3648
1341,16991,Khet: The Laser Game,2,2,20,20,20,2005,6.56801,2327,9,"Abstract Strategy, Electronic","Luke Hooper, Michael Larson, Del Segura",2.5551
1350,40990,Word on the Street,2,10,20,20,20,2009,6.63937,1714,12,"Party Game, Word Game",Jack Degnan,1.4255
1355,108,TAMSK,2,2,20,20,20,1998,6.78078,1238,8,"Abstract Strategy, Real-time",Kris Burm,2.2933
1366,7,Cathedral,2,2,20,20,20,1978,6.50297,2756,8,Abstract Strategy,Robert P. Moore,1.8224
1368,1219,Labyrinth,2,4,20,20,20,1986,6.35691,6894,8,"Children's Game, Maze, Puzzle",Max J. Kobbert,1.4007
1393,140535,Kory?,2,4,20,20,20,2013,6.80907,1174,13,Card Game,Gun-Hee Kim,1.875
1405,40832,Keltis: Das Kartenspiel,2,4,20,20,20,2009,6.75561,1215,8,"Card Game, Number",Reiner Knizia,1.5189
1418,131835,Boss Monster: The Dungeon Building Card Game,2,4,20,20,20,2013,6.36324,7875,13,"Card Game, Fantasy, Video Game Theme","Johnny O'Neal, Chris O'Neal",1.8091
1428,195314,Herbaceous,1,4,20,20,20,2017,7.38051,629,8,"Abstract Strategy, Bluffing","Eduardo Baraf, Steve Finn, Keith Matejka",1.2
1439,19643,World of Warcraft Trading Card Game,2,2,20,20,20,2006,6.67712,1676,12,"Card Game, Collectible Components, Fantasy, Video Game Theme","Ben Cichoski, Mike Hummel, Cory Jones, Brian M. Kibler, Daniel Mandel, Matt Place, Patrick Sullivan (II), Drew Walker (I), Andrew Wolf",2.5629
1534,35505,Walk the Plank!,3,5,20,20,20,2013,6.65483,1329,6,"Card Game, Humor, Pirates","Shane Steely, Jared Tinney",1.2564
1535,37400,Sushizock im Gockelwok,2,5,20,20,20,2008,6.48659,1909,8,Dice,Reiner Knizia,1.244
1537,770,Loot,2,8,20,20,20,1992,6.29835,4814,10,"Card Game, Nautical, Pirates",Reiner Knizia,1.3898
1540,103649,The City,2,5,20,20,20,2011,6.56217,1475,10,"Card Game, City Building",Thomas Lehmann,1.5603
1601,62871,Zombie Dice,2,99,20,20,20,2010,6.23821,12004,10,"Dice, Horror, Humor, Party Game, Zombies",Steve Jackson (I),1.11
1667,19996,Nacht der Magier,2,4,20,20,20,2005,6.68311,1004,5,"Action / Dexterity, Children's Game, Fantasy","Kirsten Becker, Jens-Peter Schliemann",1.1204
1673,171890,Best Treehouse Ever,2,4,20,20,20,2015,6.70378,942,8,Card Game,Scott Almes,1.4595
1682,2266,Gobblet,2,2,20,5,20,2000,6.57422,1288,7,"Abstract Strategy, Memory",Thierry Denoual,1.875
1694,135649,Tales & Games: The Three Little Pigs,2,5,20,20,20,2013,6.56365,1247,7,"Animals, Children's Game, Dice, Novel-based",Laurent Pouchain,1.1607
1710,175,Raj,2,5,20,20,20,1988,6.46909,1483,8,"Animals, Bluffing, Card Game",Alex Randolph,1.1957
1736,140863,Council of Verona,2,5,20,20,20,2013,6.44611,1520,13,"Bluffing, Card Game, Deduction, Novel-based, Renaissance",Michael Eskue,1.3621
1741,20545,Rory's Story Cubes,1,12,20,20,20,2005,6.38456,1992,8,Dice,Rory O'Connor,1.1557
1760,635,Formula Motor Racing,3,6,20,20,20,1995,6.39606,1707,8,"Card Game, Dice, Racing",Reiner Knizia,1.1872
1774,34320,Shanghaien,2,2,20,20,20,2008,6.61962,1002,8,Pirates,"Roman Pelek, Michael Schacht",1.4673
1791,172933,Dragonwood,2,4,20,5,20,2015,6.91798,703,8,"Adventure, Card Game, Dice, Fantasy",Darren Kisgen,1.48
1805,380,Polarity,2,4,20,20,20,1986,6.40751,1610,8,"Abstract Strategy, Action / Dexterity",Douglas Seaton,1.6972
1816,153623,Limes,1,2,20,20,20,2014,6.93453,591,8,"Card Game, City Building, Puzzle",Martyn F,1.8333
1829,175360,W1815,2,2,20,20,20,2015,7.58371,350,14,"Napoleonic, Wargame",Hannu Uusitalo,1.5
1847,20806,Three-Dragon Ante,2,6,20,20,20,2005,6.4609,1386,12,"Card Game, Fantasy",Rob Heinsoo,1.7234
1933,124847,1911 Amundsen vs Scott,2,2,20,20,20,2013,6.90406,604,12,"Card Game, Exploration",Perepau Llistosella,1.7759
1938,154634,Yardmaster,2,5,20,20,20,2014,6.47108,1096,8,"Card Game, Trains, Transportation",Steven Aramini,1.254
1943,1372,Rise of the Luftwaffe,2,8,20,20,20,1993,7.06389,475,12,"Aviation / Flight, Card Game, Wargame, World War II","Gene Billingsley, Rodger B. MacGowan, Dan Verssen",2.1452
1992,7104,Ace of Aces: Powerhouse Series,2,2,20,5,20,1981,7.20198,417,12,"Aviation / Flight, Wargame, World War I",Alfred Leonardi,1.7959
2022,19184,Lectio,3,5,20,20,20,2004,6.8815,526,8,none,Thomas H. Jung,1.9333
2034,66081,Pocket Battles: Elves vs. Orcs,2,2,20,20,20,2010,6.67685,730,8,"Fantasy, Wargame","Paolo Mori, Francesco Sirocchi",2.0429
2040,203430,Fuji Flush,3,8,20,20,20,2016,6.55233,811,7,"Card Game, Number",Friedemann Friese,1.1429
